Case Study,Account URL,Account Name
Pro-Putin propaganda,https://www.facebook[.]com/1426957877604938,Anti Putin
Pro-Putin propaganda,https://www.facebook[.]com/groups/1765328100346282,УКРАЇНСЬКИЙ ПРОСТІР'
Pro-Putin propaganda,https://www.facebook[.]com/groups/1848064515265731,МІЙ ВИБІР - ЖИТТЯ!
Pro-Putin propaganda,https://www.facebook[.]com/groups/320281641835801,“Бізнес і влада – речі несумісні”
Pro-Putin propaganda,https://www.facebook[.]com/groups/782545159157183,ПОДДЕРЖКА ПРЕЗИДЕНТА ВЛАДИМИРА ВЛАДИМИРОВИЧА ПУТИНА ИЗ  БОЛГАРИИ И МИРА'
Pro-Putin propaganda,https://www.facebook[.]com/groups/711371129295341,Владимир Путин - Мировой Лидер во всём Мире'
Pro-Putin propaganda,https://www.facebook[.]com/groups/712466329672989,Владимир Путин - Лучший Президент'
Pro-Putin propaganda,https://www.facebook[.]com/groups/1508979745917081,"ПУТИН - ГЕРОЙ НАШЕГО ВРЕМЕНИ! СЛАВА БОГУ, НАМ ЕСТЬ КЕМ ГОРДИТЬСЯ!"
Pro-Putin propaganda,https://www.facebook[.]com/groups/1898872900190248,ВЕЛИКАЯ СТРАНА
Pro-Putin propaganda,https://www.facebook[.]com/groups/2300657426865546,Владимир Путин - Мировой Лидер
Pro-Putin propaganda,https://www.facebook[.]com/groups/457758174898961,Путин Владимир Владимирович'
Pro-Putin propaganda,https://www.facebook[.]com/groups/612003215872111,РУССКИЙ МИР
Pro-Putin propaganda,https://www.facebook[.]com/groups/168661106862868,WorldRusМир
Pro-Putin propaganda,https://www.facebook[.]com/groups/1526790461143456,BRICS+Afrique pour un Monde Multipolaire. Yassi Alfred Kouyo
Pro-Putin propaganda,https://www.facebook[.]com/groups/2012466065764821,Katia Tanzi'
Pro-Putin propaganda,https://www.facebook[.]com/groups/1173045090041609,"BRICS+Monde Polycentrique Équitable Démocratique ‹Yassi Alfred, KatiaTanzi"
Pro-Putin propaganda,https://www.facebook[.]com/groups/1460824214054969,Наш выбор В.В.Путин
Pro-Putin propaganda,https://www.facebook[.]com/groups/407524606508466,ЛУЧШИЙ ПРЕЗИДЕНТ ВЛАДИМИР ВЛАДИМИРОВИЧ ПУТИН
Pro-Putin propaganda,https://www.facebook[.]com/groups/688912568255574,НАШ ПРЕЗИДЕНТ ПУТИН
Pro-Putin propaganda,https://www.facebook[.]com/groups/301594544521289,Владимир Путин и Россия
Pro-Putin propaganda,https://www.facebook[.]com/groups/414821825361461,Владимир Путин - носител на Нобеловата награда за мир!
Pro-Putin propaganda,https://www.facebook[.]com/groups/397449232141928,I ❤️ RUSSIA PUTIN
Pro-Putin propaganda,https://www.facebook[.]com/groups/670712423524423,ЗА ВЛАДИМИРА ВЛАДИМИРОВИЧА ПУТИНА
Pro-Putin propaganda,https://www.facebook[.]com/groups/3135119726553340,РУСОФИЛЫ
Pro-Putin propaganda,https://www.facebook[.]com/groups/2330932740536995,Владимир Путин - Лидер всего Мира
Pro-Putin propaganda,https://www.facebook[.]com/groups/800565810392618,НАМ ЕСТЬ КЕМ ГОРДИТЬСЯ!'
Pro-Putin propaganda,https://www.facebook[.]com/groups/332549890970681,Владимир Путин - наш Президент
